FECHA,HORA,"PACKAGE ID",CLIENT,CONTACT,ADDREESS,CITY,STATE,"ZIP CODE",WEIGHT,ROUTE
09-09-2022,17:30:39,84670517576,"Lola Franklin","(637) 569-9945","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517574,"Sophie Banks","(332) 500-7672","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:30:39,84670517572,"Theodore Saunders","(582) 992-1029","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:30:39,84670517567,"Luella Harris","(357) 536-3684","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517568,"Jorge Hanson","(328) 950-3115","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:30:39,84670517575,"Alice Richardson","(314) 319-3664","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:30:39,84670517573,"Nicholas Jordan","(228) 959-1081","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517561,"Sallie Cohen","(620) 785-4980","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:30:39,84670517564,"Lottie Arnold","(218) 720-7615","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517566,"Maggie Carr","(633) 821-2601","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517560,"Estelle Roberts","(369) 947-5573","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:30:39,84670517553,"Blake Williamson","(917) 528-2210","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:30:39,84670517559,"Douglas Palmer","(647) 944-3147","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:30:39,84670517563,"Bryan Lamb","(649) 224-8887","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:30:39,84670517562,"Wayne Dunn","(816) 560-6840","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517555,"Cameron Paul","(829) 742-1188","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:30:39,84670517554,"Cecilia Wells","(780) 862-6424","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:30:39,84670517552,"Tom Robinson","(541) 253-3790","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:30:39,84670517545,"Louise Harrington","(987) 333-9426","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:30:39,84670517556,"Nora Burton","(829) 234-9734","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:30:39,84670517547,"Elijah Tran","(365) 624-3118","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517544,"Benjamin Montgomery","(836) 992-7524","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:30:39,84670517546,"Angel Wong","(806) 476-1852","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517557,"Aiden Garcia","(967) 742-6591","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:30:39,84670517558,"Claudia Lynch","(748) 366-2144","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517551,"Mollie Fitzgerald","(775) 644-1407","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:30:39,84670517550,"Charles Woods","(379) 748-8382","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:30:39,84670517549,"Christian Cummings","(347) 535-7543","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517548,"Isaiah Greene","(237) 365-9394","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:30:39,84670517541,"Pauline Gross","(786) 963-9871","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517536,"Edwin Norman","(832) 849-4844","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:30:39,84670517539,"Juan Gibbs","(730) 714-4489","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:30:39,84670517534,"Samuel Greene","(659) 406-7228","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:30:39,84670517538,"Victoria Porter","(527) 411-2830","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:30:39,84670517537,"Vernon Armstrong","(372) 457-4136","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517543,"Jeanette Silva","(383) 672-1566","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517540,"Victor Meyer","(818) 366-3382","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517542,"Estelle Miles","(616) 940-5225","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517533,"Adele Lawrence","(977) 436-7087","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517531,"Emilie Jacobs","(279) 749-6244","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:30:39,84670517530,"Adelaide Martin","(905) 299-9356","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:30:39,84670517529,"Sylvia Hernandez","(267) 288-5221","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:30:39,84670517522,"Erik Lewis","(304) 576-5892","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517524,"Mabel Fernandez","(871) 645-3391","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517528,"Jorge Lowe","(740) 645-2076","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517532,"Trevor Gill","(374) 260-7413","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:30:39,84670517520,"Leon Clarke","(975) 296-8649","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:30:39,84670517527,"Ada Gonzalez","(949) 452-4305","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:30:39,84670517521,"Hilda Sullivan","(745) 818-8289","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:30:39,84670517517,"Trevor Elliott","(734) 840-9344","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:30:39,84670517525,"Jeffery Luna","(969) 684-3901","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:30:39,84670517500,"Joshua Clark","(616) 641-7065","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:30:39,84670517526,"Lulu Robinson","(739) 960-2320","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:30:39,84670517518,"Caleb Barnes","(876) 936-3168","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:30:39,84670517515,"Mario Miles","(971) 314-3768","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:30:39,84670517519,"Ellen Ramirez","(859) 868-2973","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:30:39,84670517513,"Julia Myers","(616) 488-8561","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:30:39,84670517523,"Jackson Sullivan","(437) 819-5278","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:30:39,84670517514,"Curtis Rose","(213) 899-4171","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517516,"Nora Gill","(454) 268-3002","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:30:39,84670517511,"Mario Sherman","(466) 325-8714","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:30:39,84670517508,"Danny Herrera","(632) 640-4847","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517509,"Isabel White","(269) 508-3349","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517506,"Lewis Barton","(915) 614-6385","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517510,"Henry Elliott","(453) 528-8846","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:30:39,84670517507,"Elizabeth Reeves","(881) 233-4593","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517512,"Julian Schmidt","(514) 464-3463","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517503,"Virgie Hanson","(461) 574-2174","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:30:39,84670517501,"Lizzie Adams","(646) 734-6474","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517497,"Alta Obrien","(325) 603-9938","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:30:39,84670517504,"Estella Weber","(519) 214-4104","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517505,"Susie Hopkins","(500) 217-3158","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517499,"Hester Patrick","(735) 808-3684","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517502,"Kate Murphy","(761) 847-6888","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517432,"Brent Harris","(653) 664-4963","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:30:39,84670517496,"Estelle Potter","(349) 935-7787","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517489,"Dorothy Malone","(638) 818-6781","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517494,"Nannie Davis","(579) 624-7567","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517493,"Elva Ramos","(283) 599-8759","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:30:39,84670517498,"Tyler Barnett","(802) 347-2958","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517488,"Aiden Moss","(621) 591-4098","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517495,"Nathan Fletcher","(245) 612-8305","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:30:39,84670517486,"Frances Cox","(647) 364-8977","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:30:39,84670517483,"Fannie Anderson","(587) 886-1337","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:30:39,84670517476,"Gabriel Gregory","(872) 729-3930","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517491,"Effie Ford","(534) 247-9733","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:30:39,84670517485,"Cody Hogan","(427) 387-4777","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:30:39,84670517480,"Mayme Boyd","(755) 214-4267","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517492,"Myrtie Cain","(563) 289-3044","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:30:39,84670517487,"Darrell Patrick","(843) 286-6290","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:30:39,84670517484,"Allen Palmer","(476) 274-4713","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517490,"Blake Holmes","(602) 778-5725","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517481,"Charlie Phillips","(445) 507-1442","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:30:39,84670517470,"Richard Ford","(810) 242-2398","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517468,"Willie Gregory","(452) 904-8418","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:30:39,84670517478,"Roy Hanson","(802) 533-1780","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:30:39,84670517479,"Vernon Carr","(916) 264-5256","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:30:39,84670517482,"Stanley Harrison","(626) 637-6249","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517475,"Juan Ryan","(284) 797-9752","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:30:39,84670517469,"Fred Lyons","(463) 595-3712","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517473,"Virginia Byrd","(411) 714-8355","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:30:39,84670517477,"Sean Greene","(537) 607-4487","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517471,"Herman Carson","(529) 906-3763","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:30:39,84670517465,"Harry Briggs","(903) 281-3083","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:30:39,84670517474,"Duane Hardy","(502) 824-4657","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:30:39,84670517467,"Steve Austin","(818) 284-3026","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:30:39,84670517458,"Ollie Sanders","(584) 483-4763","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517472,"Theodore Welch","(982) 656-2280","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517461,"Myra McBride","(602) 347-5459","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517453,"Charles Jenkins","(325) 947-3148","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:30:39,84670517466,"Keith Warner","(646) 375-4712","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:30:39,84670517463,"Grace McCormick","(649) 982-6579","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:30:39,84670517464,"Lucas Elliott","(653) 748-6007","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517456,"Marion Norton","(377) 604-4805","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517448,"Luella Chambers","(649) 325-9158","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:30:39,84670517454,"Ralph Garner","(314) 355-6265","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517459,"Teresa Luna","(378) 652-9754","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517460,"Elsie Franklin","(259) 939-3699","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517462,"Lottie Lamb","(944) 782-5579","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:30:39,84670517457,"Jay Cross","(467) 828-9918","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:30:39,84670517455,"Johanna Rodgers","(636) 494-4452","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:30:39,84670517451,"Trevor Chambers","(661) 780-5251","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:30:39,84670517447,"Ryan Craig","(275) 526-5074","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517445,"Cole Hansen","(932) 868-4180","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517452,"Mabelle Kennedy","(566) 254-3617","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:30:39,84670517450,"Max Sanders","(550) 599-9355","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:30:39,84670517442,"Matthew Abbott","(685) 283-5922","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:30:39,84670517449,"Ida Ross","(900) 889-9217","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:30:39,84670517431,"Lawrence Shaw","(456) 216-8847","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:30:39,84670517437,"Lelia Morales","(654) 244-5829","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:30:39,84670517446,"Isabella Reese","(930) 617-5283","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517444,"Millie George","(805) 355-5519","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517440,"Amy Wong","(322) 775-1368","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517441,"Katie Doyle","(382) 806-9832","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:30:39,84670517436,"Lela Gomez","(445) 926-6313","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:30:39,84670517434,"Maria Hall","(357) 684-4816","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:30:39,84670517429,"Jonathan Drake","(235) 385-7715","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:30:39,84670517438,"Johanna Terry","(217) 304-9044","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:30:39,84670517439,"Linnie Logan","(425) 533-5111","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517435,"Milton Martin","(868) 869-7043","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:30:39,84670517443,"Bill Moran","(324) 439-3371","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517430,"Pearl Lee","(848) 331-7796","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517428,"Curtis Carpenter","(657) 639-9010","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:30:39,84670517424,"Ethan Lyons","(270) 485-1599","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:30:39,84670517412,"Warren Pittman","(823) 602-9473","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517426,"Timothy Jacobs","(357) 848-7960","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:30:39,84670517356,"Mattie Torres","(760) 742-6586","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:30:39,84670517433,"Lettie Rogers","(909) 829-5641","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517425,"Betty Moore","(217) 523-1240","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:30:39,84670517423,"Ray Bowers","(730) 518-6789","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:30:39,84670517420,"Bradley McGee","(863) 816-2507","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:30:39,84670517415,"Mollie Schneider","(901) 434-2820","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517427,"Rosalie Dixon","(260) 576-1678","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:30:39,84670517421,"Hulda Norman","(314) 991-8873","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:30:39,84670517422,"Eva Fuller","(968) 328-7947","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:30:39,84670517418,"Jose Robinson","(943) 900-5935","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:30:39,84670517419,"Nannie Delgado","(315) 857-5591","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517409,"Gerald Ferguson","(485) 658-3419","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:30:39,84670517405,"Brian Huff","(773) 246-9971","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:30:39,84670517414,"Pauline Becker","(479) 229-4041","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:30:39,84670517411,"Pearl Perkins","(913) 871-8648","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517410,"Ada Blair","(470) 348-3126","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:30:39,84670517413,"Louise Mann","(737) 297-1172","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:30:39,84670517416,"Corey Martin","(876) 215-5283","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517408,"Charles Chambers","(243) 584-2144","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:30:39,84670517404,"Luke Hamilton","(912) 862-2579","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:30:39,84670517407,"Julia Valdez","(886) 949-6662","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:30:39,84670517406,"Virgie Clayton","(688) 433-6035","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:30:39,84670517417,"Genevieve Lindsey","(535) 936-8516","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517401,"Noah Greene","(604) 301-9163","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:30:39,84670517399,"Amanda Wright","(867) 761-2024","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:30:39,84670517385,"Dustin Vaughn","(847) 529-6795","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:30:39,84670517389,"Curtis Henderson","(742) 824-8045","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:30:39,84670517398,"Victor Dennis","(927) 277-9258","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:30:39,84670517403,"Johnny Santos","(901) 827-8297","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:30:39,84670517402,"Frank Rodriquez","(457) 678-4201","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517393,"Ricky Adams","(203) 381-7223","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:30:39,84670517395,"Leroy Fox","(886) 552-7607","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:30:39,84670517400,"Polly Banks","(428) 233-8914","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:30:39,84670517394,"Connor Erickson","(371) 680-7704","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:30:39,84670517396,"Lou Myers","(645) 236-9089","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517392,"Jeff Yates","(928) 675-5061","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:30:39,84670517397,"Sallie Higgins","(745) 313-8521","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:30:39,84670517386,"Mason McLaughlin","(602) 631-6126","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:30:39,84670517380,"Louisa Chapman","(752) 512-3491","246 Mott St #14","New York",NY,10012,10,Y4B
